sentence,label
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,2
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,2
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,2
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",1
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,0
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",2
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,0
The fine print is here .,1
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,2
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,1
InterContinental Hotels Group share price climbs on $1.5bn special dividend,2
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",0
Lloyds to cut 945 jobs as part of three-year restructuring strategy,0
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",1
Sales of security and system packaging increased slightly .,2
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",1
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",0
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",2
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",0
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",1
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,1
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,1
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",1
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,2
$YANG Double bottom 5.2,2
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,2
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,1
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",2
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",2
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",0
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,2
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,0
"So far as is known , he did not sell shares that he owns personally .",1
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1
Altogether Finnair has canceled over 500 flights because of the strike .,1
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,1
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,2
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,2
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,0
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",2
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,2
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",1
$INVE : SEE YA ABOVE $8,2
Increased trust of our clients in YIT can be seen as apartment sales accelerated .,2
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,0
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",1
"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",1
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,1
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,2
The measures result from decreased demand in technical design and product information .,0
$GOOGL is a short below 740 into the upper BB and is overbought,0
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,2
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",1
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",1
Yakima created the position for him after emerging from economic downturns of its own .,1
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",0
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",1
"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",2
The bridge is part of the highway 14 development project .,1
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,1
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",0
AstraZeneca sells Caprelsa rights to Sanofi unit,2
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",2
`` Those uncertainties cloud the long-term outlook . '',0
"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",1
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",1
Tesco leads leap in FTSE 100; Marks & Spencer drops,2
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",2
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",2
GE is building the facility with wind power developer Invenergy Wind LLC .,1
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,2
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1
It is a disappointment to see the plan folded .,0
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,2
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1
US dollar wipes out sales gains for SABMiller,0
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",2
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,1
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,1
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",1
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",2
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",2
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",1
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",1
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",2
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",1
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",2
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",1
Legal & General share price: Finance chief to step down,0
The company then said it will focus its resources on clinical research .,1
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",1
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",1
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0
The desk will reach its full planned strength of ten persons in autumn 2007 .,1
Crown Castle buys Tower Development Corp for $461 million,2
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,1
"The gross area of eight houses will be 12,167 m2 .",1
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,2
AstraZeneca weighing up Acerta bid to secure blood cancer drug,2
Standard Chartered lags on capital worries,0
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",1
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",1
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",1
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,0
The value of the deal was not disclosed .,1
@ACInvestorBlog: $SPY eod run :),2
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",1
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",0
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,1
The reduction notice applied to 17 people .,0
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,2
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",2
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",2
Underground parking facilities will also be built on the basement floor .,1
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,1
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,0
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",2
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,1
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",1
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",1
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1
Royal Mail turnaround proving expensive in tough UK market,1
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1
"At some point , it will spread also to Iran and Iraq .",1
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,0
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1
com and possibly also through photo-msn .,1
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,2
"However , the growth margin slowed down due to the financial crisis .",1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0
"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",1
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",1
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",1
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,1
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1
$LUV Continues to consolidate above previous break out area...,2
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,1
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",0
The company has an annual turnover of EUR32 .8 m.,1
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",1
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1
Its 168 asset management experts manage assets worth over EUR 35 billion .,1
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",2
The EUR17m contract includes both design and construction works .,1
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",2
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",1
"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",1
"In addition to Russia , we now seek additional growth in Ukraine .",2
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",1
The sale price was not disclosed .,1
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2
The estimated synergy benefits are at least EUR7m annually .,2
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",2
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,2
"At the moment , there are approximately 20 Vianor sales offices in Russia .",1
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,2
The total value of the deal is USD 29mn .,1
Almost the entire office building will be occupied by Metso .,1
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",2
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,1
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",1
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",0
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,1
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",1
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",1
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,0
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,2
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",2
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",0
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",1
Nordic Walking was first used as a summer training method by cross-country skiers .,1
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1
The value of the deal has not been disclosed .,1
Investments are not disclosed .,1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",1
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",2
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,1
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,0
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",1
"Secure your files online Like filling out a tax return , making a backup is boring .",1
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",1
Delivery is due in the second half of 2011 .,1
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",2
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",1
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",0
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",1
"$DNN picked some up, like this going into 2014",2
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,2
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",1
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,1
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",1
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2
Export declined by 6 percent to 16.4 million liters .,1
Intertek swings to Â£347 mln loss on oil's slump,0
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",0
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",1
"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",2
Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,1
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,1
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",2
The shops are located in the capital region and the Paijat-Hame region .,1
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",1
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2
The acquisition is expected to improve access to chrome ore resources in Turkey .,2
It is expected to be online by 2011 .,1
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",1
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",0
Tesco sales recover as focus returns to core business,2
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",1
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",1
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,2
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",1
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",2
"Rio Tinto swings to loss, drops dividend policy",0
Sales have risen in other export markets .,2
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",1
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",1
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0
Relief for Lewis as Tesco sees sales grow for first time in a year,2
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",1
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",1
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,1
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,1
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",2
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,2
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,1
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,2
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,1
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",1
Talentum 's net sales in September were smaller than expected .,0
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,1
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",2
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1
Net loss in the same period in 2009 was euro18 .6 million .,1
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",1
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",1
An Apple spokeswoman said the company declined to comment .,1
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2
"In January-September 2007 , operating profit totaled EUR 20.5 mn .",1
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1
Spain's Caixabank launches new takeover bid for Banco BPI,2
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",1
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",1
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,2
The policy was also aimed at making the companies more profitable and competitive .,2
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,1
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,1
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",1
"However , the total orders received will still be above last year s levels .",2
The figure does not include food exports from Finland .,1
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,1
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",1
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",2
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
